,id,date_recorded,funder,gps_height,installer,longitude,latitude,num_private,basin,region,region_code,district_code,lga,population,public_meeting,scheme_management,permit,construction_year,extraction_type,extraction_type_group,extraction_type_class,management,management_group,payment,payment_type,water_quality,quality_group,quantity,quantity_group,source,source_type,source_class,waterpoint_type,waterpoint_type_group,status_group,nearest_functional_dist,priority_scores
7270,21828,2012-12-14,mbunnge mkono,1156.0,mbunnge mkono,33.67009502,-1.73181625,0,lake victoria,mara,20,3,musoma rural,727.0,,parastatal,False,2009.0,gravity,gravity,gravity,parastatal,parastatal,,,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,other,other,functional needs repair,0.001759723249207154,0.04341497797327499
385,26798,2013-01-25,government of tanzania,1256.0,dwe,30.06031119,-4.69393049,0,lake tanganyika,kigoma,16,2,kasulu,450.0,True,water authority,True,2008.0,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.0015653944187003193,0.04339785535132201
56154,26407,2013-02-14,rwssp,1595.0,government,30.09641686,-4.45218785,0,lake tanganyika,kigoma,16,2,kasulu,650.0,True,water authority,True,2009.0,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.0029466824454114117,0.043393661508200634
16643,12352,2013-01-25,isf,938.0,dwe,29.72631901,-4.81203503,0,lake tanganyika,kigoma,16,3,kigoma rural,400.0,True,wug,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0022894273039758117,0.043318817862205525
29932,4230,2013-01-25,isf,977.0,dwe,29.73258033,-4.80820819,0,lake tanganyika,kigoma,16,3,kigoma rural,400.0,True,wug,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0022863284869209656,0.04331449358951811
55270,31024,2011-07-18,world bank,1138.0,dwe,31.23495485,-6.34435662,0,lake rukwa,rukwa,15,1,mpanda,250.0,False,trust,True,2008.0,gravity,gravity,gravity,trust,commercial,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.004535225999583393,0.04318455079148522
3574,14957,2013-01-21,african development bank,1598.0,dwe,29.76355191,-4.49680435,0,lake tanganyika,kigoma,16,3,kigoma rural,135.0,False,vwc,True,2009.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.010824508609638442,0.04316606934234121
9791,6000,2013-03-05,district council,1420.0,district council,37.65694946,-3.67662218,0,pangani,kilimanjaro,3,2,mwanga,200.0,True,vwc,False,2007.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0007049841062741401,0.04303951695824338
23011,52071,2011-04-05,government of tanzania,1430.0,dwe,38.27024348,-4.8097814,0,pangani,tanga,4,1,lushoto,1.0,True,vwc,True,2007.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.003800098338740189,0.043022827140309805
22778,72727,2013-01-25,isf,964.0,dwe,29.73038046,-4.80750537,0,lake tanganyika,kigoma,16,3,kigoma rural,400.0,True,wug,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0020768221798698784,0.043022136091354295
46699,11127,2013-02-14,rwssp,1561.0,government,30.1147211,-4.43824904,0,lake tanganyika,kigoma,16,2,kasulu,570.0,True,water authority,True,2009.0,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0038653798474404446,0.04293263291217363
45305,63185,2013-03-13,government of tanzania,1494.0,government,34.92979744,-11.11174083,0,ruvuma / southern coast,ruvuma,10,3,mbinga,96.0,,vwc,True,2007.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.002211848054296202,0.04287634077048467
11858,64134,2013-01-25,isf,965.0,dwe,29.73249544,-4.80439406,0,lake tanganyika,kigoma,16,3,kigoma rural,411.0,True,wug,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.001767576056893325,0.042830262832691514
14312,61771,2013-02-02,lga,259.0,lga,39.03431023,-10.9089347,0,ruvuma / southern coast,mtwara,90,33,masasi,60.0,True,vwc,True,2008.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.007173729878839516,0.042726771115062255
2928,12069,2013-01-23,jica,374.0,jica,38.84909871,-10.39096867,0,ruvuma / southern coast,lindi,8,3,nachingwea,230.0,True,vwc,True,2007.0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe multiple,communal standpipe,functional needs repair,1.1396968896689522e-05,0.04272528191713931
13285,9498,2013-01-25,government of tanzania,1270.0,dwe,30.07622779,-4.67042062,0,lake tanganyika,kigoma,16,2,kasulu,240.0,True,water authority,True,2008.0,gravity,gravity,gravity,water board,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.004355932339648764,0.04271647464469226
420,625,2012-10-26,care international,1569.0,care international,34.64076139,-1.78844917,0,lake victoria,mara,20,2,serengeti,552.0,False,water authority,,2010.0,gravity,gravity,gravity,other,other,never pay,never pay,soft,good,enough,enough,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair,0.008482503205599835,0.04269414938764489
9833,40623,2013-03-13,government of tanzania,1517.0,government,34.92502879999999,-11.11231064,0,ruvuma / southern coast,ruvuma,10,3,mbinga,90.0,,vwc,True,2007.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0021345494728545016,0.04263774625735327
3037,61564,2013-02-08,lga,201.0,lga,39.15351498,-11.02429709,0,ruvuma / southern coast,mtwara,90,33,masasi,86.0,True,vwc,True,2007.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0021122158524440795,0.04251942893617899
23612,28276,2011-03-04,morad,338.0,local te,37.58335548,-6.16312766,0,wami / ruvu,morogoro,5,6,mvomero,50.0,True,vwc,True,2007.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.002673266785825725,0.04251798761701426
36053,7254,2013-01-27,isf,797.0,dwe,29.72812047,-4.85016442,0,lake tanganyika,kigoma,16,3,kigoma rural,522.0,True,parastatal,True,2009.0,gravity,gravity,gravity,parastatal,parastatal,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.004298996342135444,0.0424919070394145
10521,26921,2013-03-05,district council,1466.0,district council,37.65486286,-3.68361637,0,pangani,kilimanjaro,3,2,mwanga,60.0,True,vwc,False,2007.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0024032508882975345,0.04235907061992591
12954,8174,2013-03-03,district council,1232.0,district council,37.66811919,-3.68832005,0,pangani,kilimanjaro,3,2,mwanga,25.0,True,wua,False,2007.0,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0029130033077180285,0.04230783223526833
12850,62162,2013-03-13,government of tanzania,1471.0,government,34.92832405,-11.10952836,0,ruvuma / southern coast,ruvuma,10,3,mbinga,96.0,,vwc,True,2007.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0017233341550890434,0.04219463956825961
9738,71674,2013-02-01,lga,302.0,lga,39.09085873,-10.89453491,0,ruvuma / southern coast,mtwara,90,33,masasi,40.0,True,vwc,True,2009.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0115934597529988,0.04216925720957487
12308,65504,2013-03-03,district council,1271.0,district council,37.66841402,-3.68941965,0,pangani,kilimanjaro,3,2,mwanga,30.0,True,wua,False,2007.0,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0026984085716600615,0.04211731362427389
9149,16753,2011-04-02,government of tanzania,1187.0,dwe,38.36304265,-4.794678500000001,0,pangani,tanga,4,1,lushoto,1.0,True,vwc,True,2007.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0031453463958872074,0.04210914753502842
36633,4510,2013-03-03,district council,1227.0,district council,37.67053725,-3.68781651,0,pangani,kilimanjaro,3,2,mwanga,30.0,True,wua,False,2007.0,gravity,gravity,gravity,wua,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0026683270475898013,0.04207533608554523
3231,24548,2011-03-10,co,1389.0,ki,36.86105923,-6.26283778,0,wami / ruvu,morogoro,5,1,kilosa,150.0,True,vwc,True,2007.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0006951172850697128,0.04193635239099883
18187,61655,2013-02-14,unicef,1295.0,twesa,30.83410414,-3.64776347,0,lake tanganyika,kigoma,16,1,kibondo,350.0,True,vwc,False,2008.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,insufficient,insufficient,rainwater harvesting,rainwater harvesting,surface,communal standpipe,communal standpipe,functional needs repair,0.002008411774760505,0.04183727634287675
13616,8506,2013-01-30,wvt,1329.0,wvt,34.11025285,-3.01867811,0,lake victoria,shinyanga,17,1,bariadi,500.0,True,wug,False,2011.0,nira/tanira,nira/tanira,handpump,wug,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,shallow well,shallow well,groundwater,hand pump,hand pump,functional needs repair,0.013179860621550285,0.04182684005678691
22155,31372,2011-03-28,world bank,330.0,kalumbwa,37.55225726,-6.46081903,0,wami / ruvu,morogoro,5,6,mvomero,1.0,False,vwc,True,2007.0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0029090790401050575,0.04177944608590972
12190,11514,2013-01-22,isf,1011.0,dwe,29.72822738,-4.74028624,0,lake tanganyika,kigoma,16,3,kigoma rural,90.0,True,vwc,True,2007.0,gravity,gravity,gravity,wug,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.0014923998637442644,0.04174165269430571
40422,54140,2013-01-26,isf,838.0,dwe,29.70133818,-4.84933172,0,lake tanganyika,kigoma,16,3,kigoma rural,328.0,True,wug,True,2009.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.006767664650231889,0.04170997709147643
8901,33954,2011-03-28,world bank,337.0,kalumbwa,37.5493919,-6.46344512,0,wami / ruvu,morogoro,5,6,mvomero,1.0,False,vwc,True,2007.0,submersible,submersible,submersible,vwc,user-group,pay per bucket,per bucket,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional needs repair,0.002835620821707768,0.041676938141149054
34419,55060,2013-03-04,government of tanzania,859.0,government,37.73053852,-4.06298453,0,pangani,kilimanjaro,3,3,same,879.0,True,water authority,True,2010.0,submersible,submersible,submersible,water authority,commercial,pay per bucket,per bucket,salty,salty,insufficient,insufficient,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0025755611901101282,0.04157590163229703
863,50533,2013-02-03,danida,1481.0,tcrs,30.88870356,-3.09295897,0,lake tanganyika,kigoma,16,1,kibondo,380.0,True,vwc,False,2008.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0013358326860058625,0.04155235717594905
27328,7668,2011-03-14,world bank,362.0,ml appro,37.63858732,-6.11136078,0,wami / ruvu,morogoro,5,6,mvomero,100.0,True,vwc,True,2007.0,submersible,submersible,submersible,vwc,user-group,never pay,never pay,soft,good,enough,enough,machine dbh,borehole,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0011514761373576233,0.041483786716935686
30675,9545,2011-03-13,roman,1477.0,roman,34.69964019,-9.81098152,0,lake nyasa,iringa,11,5,ludewa,107.0,True,vwc,False,2008.0,gravity,gravity,gravity,vwc,user-group,pay when scheme fails,on failure,soft,good,insufficient,insufficient,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.005545017140500459,0.041478001054516316
47696,18444,2013-01-26,isf,855.0,dwe,29.6966144,-4.84347183,0,lake tanganyika,kigoma,16,3,kigoma rural,350.0,True,wug,True,2009.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe multiple,communal standpipe,functional needs repair,0.006256817805196262,0.04147644533638905
4243,64279,2013-02-03,rc church,1498.0,rc church,29.81273833,-4.52697743,0,lake tanganyika,kigoma,16,2,kigoma rural,350.0,True,water authority,True,2008.0,gravity,gravity,gravity,private operator,commercial,pay monthly,monthly,soft,good,enough,enough,river,river/lake,surface,communal standpipe,communal standpipe,functional needs repair,0.001729362100802631,0.04144787391537913
44055,40602,2013-02-01,lga,365.0,lga,39.12510805,-10.85421152,0,ruvuma / southern coast,mtwara,90,33,masasi,60.0,True,vwc,True,2007.0,gravity,gravity,gravity,vwc,user-group,never pay,never pay,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0017471562169735844,0.04144351729188166
38925,37126,2013-03-03,tassaf,958.0,tassaf,35.16188884,-11.13319871,0,ruvuma / southern coast,ruvuma,10,3,mbinga,50.0,False,vwc,True,2007.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0018955215080812137,0.04143267583423024
36342,4713,2011-02-27,twe,2004.0,twe,34.44855446,-9.56575777,0,lake nyasa,iringa,11,4,njombe,1.0,True,vwc,False,2007.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,insufficient,insufficient,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.002648169958778761,0.04141535811481978
54304,5500,2013-03-13,government of tanzania,1484.0,government,34.92588147,-11.11987317,0,ruvuma / southern coast,ruvuma,10,3,mbinga,56.0,,vwc,True,2007.0,gravity,gravity,gravity,vwc,user-group,,,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.0017434127863766896,0.04135114182162716
14511,29130,2013-03-22,kkkt church,662.0,kkkt church,37.91398221,-4.49861808,0,pangani,kilimanjaro,3,3,same,960.0,True,water authority,True,2010.0,gravity,gravity,gravity,vwc,user-group,pay monthly,monthly,soft,good,enough,enough,spring,spring,groundwater,communal standpipe,communal standpipe,functional needs repair,0.001138498834870367,0.04133536101536076
